Animal,Error,Strategy,Region,I1,I2,Abs[Error],"Avg[I1,I2]",Relative Error
32,-102.0145995,2 Midlines,pm4,8520.0527298,8622.0673293,102.01459952,8571.0600296,0.011902215
32,-16.24654422,2 Midlines,pm3,6935.8157212,6952.0622654,16.246544224,6943.9389933,0.0023396727
32,54.743652456,2 Midlines,postPM3,3751.5153132,3696.7716608,54.743652456,3724.143487,0.0146996625
32,-7.332513246,2 Midlines,medialAxis,6383.9021316,6391.2346448,7.3325132456,6387.5683882,0.001147935
32,-7.732620677,2 Midlines,wholePharynx,6202.8325049,6210.5651256,7.7326206772,6206.6988153,0.0012458508
33,65.016657882,2 Midlines,prePM7,4448.2900404,4383.2733825,65.016657882,4415.7817115,0.0147237029
33,-34.00812801,2 Midlines,pm7,10438.776514,10472.784642,34.008128012,10455.780578,0.0032525671
33,-35.14219965,2 Midlines,pm6,6972.7241643,7007.8663639,35.142199654,6990.2952641,0.005027284
33,42.911296405,2 Midlines,pm5,3972.5342092,3929.6229128,42.911296405,3951.078561,0.0108606538
33,73.065561375,2 Midlines,pm4,8605.6418959,8532.5763346,73.065561375,8569.1091153,0.0085266228
33,-36.76701424,2 Midlines,pm3,6918.2182964,6954.9853106,36.767014241,6936.6018035,0.005300436
33,72.515966825,2 Midlines,postPM3,3702.1204304,3629.6044635,72.515966825,3665.8624469,0.0197814206
33,13.049419972,2 Midlines,medialAxis,6397.6532819,6384.603862,13.049419972,6391.1285719,0.0020418021
33,13.800662092,2 Midlines,wholePharynx,6215.273616,6201.4729539,13.800662092,6208.373285,0.0022229111
34,2.0627849034,2 Midlines,prePM7,4394.797274,4392.7344891,2.0627849034,4393.7658816,0.0004694799
34,-48.30784934,2 Midlines,pm7,10470.774198,10519.082048,48.307849338,10494.928123,0.004602971
34,-76.55919684,2 Midlines,pm6,6899.9598667,6976.5190636,76.559196844,6938.2394652,0.0110343838
34,7.0919268623,2 Midlines,pm5,3972.2669239,3965.174997,7.0919268623,3968.7209604,0.0017869553
34,-30.80290509,2 Midlines,pm4,8620.5105216,8651.3134267,30.802905089,8635.9119741,0.0035668387
34,7.6779626233,2 Midlines,pm3,6957.526384,6949.8484213,7.6779626233,6953.6874026,0.001104157
34,-4.502956412,2 Midlines,postPM3,3681.1916333,3685.6945897,4.502956412,3683.4431115,0.0012224857
34,-17.81614104,2 Midlines,medialAxis,6391.3391536,6409.1552947,17.816141041,6400.2472241,0.0027836645
34,-15.84321825,2 Midlines,wholePharynx,6208.5121776,6224.3553958,15.843218253,6216.4337867,0.0025486024
35,121.71897002,2 Midlines,prePM7,4513.9068093,4392.1878393,121.71897002,4453.0473243,0.0273338595
35,-29.86517861,2 Midlines,pm7,10495.623011,10525.488189,29.865178611,10510.5556,0.0028414462
35,-40.98818202,2 Midlines,pm6,6931.6026556,6972.5908377,40.988182024,6952.0967466,0.0058958014
35,49.844598165,2 Midlines,pm5,3981.3166479,3931.4720498,49.844598165,3956.3943488,0.0125984909
35,17.284990341,2 Midlines,pm4,8635.2297273,8617.9447369,17.284990341,8626.5872321,0.0020036881
35,32.063152302,2 Midlines,pm3,6933.5663598,6901.5032075,32.063152302,6917.5347837,0.0046350547
35,33.020241804,2 Midlines,postPM3,3660.7200608,3627.699819,33.020241804,3644.2099399,0.0090610152
35,26.763609203,2 Midlines,medialAxis,6407.3579967,6380.5943875,26.763609203,6393.9761921,0.0041857537
35,27.292667374,2 Midlines,wholePharynx,6223.954917,6196.6622497,27.292667374,6210.3085834,0.0043947361
36,41.503008521,2 Midlines,prePM7,4547.6463782,4506.1433697,41.503008521,4526.894874,0.0091680964
36,21.403787784,2 Midlines,pm7,10559.900331,10538.496543,21.403787784,10549.198437,0.0020289492
36,-4.623306689,2 Midlines,pm6,6897.4782027,6902.1015093,4.6233066893,6899.789856,0.0006700649
36,15.680517048,2 Midlines,pm5,3952.9591553,3937.2786383,15.680517048,3945.1188968,0.0039746627
36,72.06312137,2 Midlines,pm4,8580.7975028,8508.7343815,72.06312137,8544.7659422,0.008433598
36,-26.92221033,2 Midlines,pm3,6916.3938274,6943.3160377,26.922210331,6929.8549326,0.0038849602
36,-51.60323059,2 Midlines,postPM3,3730.6608451,3782.2640757,51.603230592,3756.4624604,0.0137371879
36,10.650704148,2 Midlines,medialAxis,6401.7718321,6391.121128,10.650704148,6396.4464801,0.001665097
36,9.1083783446,2 Midlines,wholePharynx,6217.4229402,6208.3145619,9.1083783446,6212.868751,0.0014660503
37,-49.21869797,2 Midlines,prePM7,4441.2544858,4490.4731838,49.218697965,4465.8638348,0.0110210924
37,-124.9438798,2 Midlines,pm7,10499.59192,10624.5358,124.94387983,10562.06386,0.0118294948
37,-50.92931381,2 Midlines,pm6,6928.1365812,6979.065895,50.929313813,6953.6012381,0.0073241637
37,-23.10730618,2 Midlines,pm5,3976.3474933,3999.4547995,23.107306183,3987.9011464,0.0057943528
37,-50.47053759,2 Midlines,pm4,8507.4202258,8557.8907634,50.470537588,8532.6554946,0.005914986
37,-57.21551803,2 Midlines,pm3,6913.8711492,6971.0866673,57.215518033,6942.4789083,0.0082413672
37,-117.2097283,2 Midlines,postPM3,3656.0463493,3773.2560776,117.20972827,3714.6512135,0.0315533603
37,-55.82185641,2 Midlines,medialAxis,6382.908928,6438.7307844,55.821856413,6410.8198562,0.0087074442
37,-55.03872496,2 Midlines,wholePharynx,6198.1394358,6253.1781607,55.03872496,6225.6587983,0.0088406266
38,-56.29479478,2 Midlines,prePM7,4468.6160749,4524.9108697,56.294794784,4496.7634723,0.0125189584
38,-31.52662858,2 Midlines,pm7,10516.30754,10547.834168,31.526628575,10532.070854,0.0029933931
38,-11.37563391,2 Midlines,pm6,6989.7180298,7001.0936637,11.375633913,6995.4058467,0.0016261578
38,-9.034354758,2 Midlines,pm5,3981.4036708,3990.4380255,9.0343547585,3985.9208482,0.0022665665
38,-101.0088818,2 Midlines,pm4,8490.5144529,8591.5233346,101.00888178,8541.0188937,0.0118263269
38,-3.527451205,2 Midlines,pm3,6897.2398086,6900.7672598,3.5274512053,6899.0035342,0.0005112987
38,19.663739327,2 Midlines,postPM3,3688.7557804,3669.092041,19.663739327,3678.9239107,0.0053449704
38,-17.52667172,2 Midlines,medialAxis,6388.7562344,6406.2829061,17.526671718,6397.5195703,0.0027396042
38,-17.84308445,2 Midlines,wholePharynx,6204.2996864,6222.1427708,17.843084446,6213.2212286,0.0028717929
39,16.071723795,2 Midlines,prePM7,4461.6885155,4445.6167917,16.071723795,4453.6526536,0.0036086613
39,89.239525256,2 Midlines,pm7,10535.557174,10446.317649,89.239525256,10490.937411,0.0085063443
39,48.812772501,2 Midlines,pm6,7017.4428404,6968.6300679,48.812772501,6993.0364542,0.0069801971
39,17.17189069,2 Midlines,pm5,3981.4561315,3964.2842408,17.17189069,3972.8701861,0.0043222884
39,-36.67843294,2 Midlines,pm4,8485.5175681,8522.196001,36.678432939,8503.8567846,0.0043131527
39,8.9394667909,2 Midlines,pm3,6952.4503493,6943.5108825,8.9394667909,6947.9806159,0.0012866281
39,-84.97611062,2 Midlines,postPM3,3654.6694371,3739.6455477,84.976110625,3697.1574924,0.0229841739
39,7.3528229915,2 Midlines,medialAxis,6400.6726584,6393.3198354,7.3528229915,6396.9962469,0.0011494181
39,4.6463923438,2 Midlines,wholePharynx,6216.2019382,6211.5555459,4.6463923438,6213.8787421,0.0007477443
40,12.91421544,2 Midlines,prePM7,4471.252139,4458.3379236,12.91421544,4464.7950313,0.0028924543
40,-39.83662949,2 Midlines,pm7,10535.212301,10575.048931,39.83662949,10555.130616,0.0037741484
40,-18.75079863,2 Midlines,pm6,6959.4134664,6978.164265,18.75079863,6968.7888657,0.0026906826
40,16.375519121,2 Midlines,pm5,3977.1825294,3960.8070103,16.375519121,3968.9947699,0.0041258606
40,105.30802679,2 Midlines,pm4,8608.9738302,8503.6658034,105.30802679,8556.3198168,0.012307631
40,30.809940423,2 Midlines,pm3,6964.4290142,6933.6190738,30.809940423,6949.024044,0.0044337076
40,-31.61438239,2 Midlines,postPM3,3693.5241575,3725.1385399,31.614382387,3709.3313487,0.008522933
40,19.668251625,2 Midlines,medialAxis,6417.6704882,6398.0022366,19.668251625,6407.8363624,0.003069406
40,18.432173147,2 Midlines,wholePharynx,6234.6703675,6216.2381943,18.432173147,6225.4542809,0.0029607756
41,167.18650989,2 Midlines,prePM7,4518.9105901,4351.7240803,167.18650989,4435.3173352,0.0376943739
41,479.06569783,2 Midlines,pm7,10358.952092,9879.8863946,479.06569783,10119.419243,0.0473412245
41,-91.7714165,2 Midlines,pm6,6943.4808217,7035.2522382,91.771416497,6989.3665299,0.0131301479
41,39.131441811,2 Midlines,pm5,3974.9378851,3935.8064433,39.131441811,3955.3721642,0.0098932389
41,23.801978631,2 Midlines,pm4,8510.985818,8487.1838394,23.801978631,8499.0848287,0.0028005343
41,146.22235686,2 Midlines,pm3,6936.8831632,6790.6608063,146.22235686,6863.7719848,0.0213034986
41,-24.50207231,2 Midlines,postPM3,3658.4855024,3682.9875747,24.502072308,3670.7365385,0.0066749744
41,90.036703912,2 Midlines,medialAxis,6374.5031597,6284.4664558,90.036703912,6329.4848078,0.0142249656
41,85.844781666,2 Midlines,wholePharynx,6192.437406,6106.5926244,85.844781666,6149.5150152,0.0139596019
42,-7.073504643,2 Midlines,prePM7,4464.0211744,4471.094679,7.0735046435,4467.5579267,0.0015833045
42,130.47659759,2 Midlines,pm7,10693.961944,10563.485347,130.47659759,10628.723645,0.0122758482
42,-69.01944578,2 Midlines,pm6,6845.0775783,6914.0970241,69.019445781,6879.5873012,0.010032498
42,33.993726161,2 Midlines,pm5,3999.1241725,3965.1304464,33.993726161,3982.1273094,0.0085365744
42,-25.85899627,2 Midlines,pm4,8542.8302324,8568.6892287,25.85899627,8555.7597305,0.003022408
42,-65.88609374,2 Midlines,pm3,6888.4182923,6954.3043861,65.886093741,6921.3613392,0.0095192391
42,-12.82785556,2 Midlines,postPM3,3806.3843469,3819.2122025,12.82785556,3812.7982747,0.0033644202
42,-13.90519994,2 Midlines,medialAxis,6399.0187706,6412.9239706,13.905199939,6405.9713706,0.0021706622
42,-14.40234036,2 Midlines,wholePharynx,6214.9079923,6229.3103327,14.402340358,6222.1091625,0.0023147039
43,-148.802845,2 Midlines,prePM7,4473.1474826,4621.9503276,148.80284497,4547.5489051,0.0327215491
43,30.278224919,2 Midlines,pm7,10573.352615,10543.07439,30.278224919,10558.213502,0.0028677413
43,50.522283479,2 Midlines,pm6,6971.7853007,6921.2630172,50.522283479,6946.524159,0.0072730307
43,2.869214892,2 Midlines,pm5,3978.4351983,3975.5659834,2.869214892,3977.0005909,0.000721452
43,-46.60119547,2 Midlines,pm4,8598.2561326,8644.8573281,46.601195471,8621.5567304,0.005405195
43,-18.46863476,2 Midlines,pm3,6925.0874182,6943.5560529,18.468634763,6934.3217356,0.0026633657
43,68.57278256,2 Midlines,postPM3,3771.1960966,3702.6233141,68.57278256,3736.9097054,0.018350131
43,-10.68286319,2 Midlines,medialAxis,6413.4688302,6424.1516934,10.68286319,6418.8102618,0.0016643058
43,-12.39733024,2 Midlines,wholePharynx,6227.6461543,6240.0434845,12.397330237,6233.8448194,0.0019887133
44,91.785757307,2 Midlines,prePM7,4559.5168885,4467.7311312,91.785757307,4513.6240099,0.0203352688
44,-0.422374362,2 Midlines,pm7,10561.426047,10561.848421,0.4223743619,10561.637234,0.0000399914
44,-1.498011247,2 Midlines,pm6,6955.117461,6956.6154723,1.4980112474,6955.8664667,0.0002153594
44,-2.991225484,2 Midlines,pm5,3941.7771571,3944.7683826,2.9912254844,3943.2727699,0.0007585642
44,-106.8420192,2 Midlines,pm4,8587.4278387,8694.2698579,106.84201924,8640.8488483,0.0123647597
44,12.879861822,2 Midlines,pm3,6919.9576196,6907.0777578,12.879861822,6913.5176887,0.0018629969
44,99.750284991,2 Midlines,postPM3,3762.60973,3662.859445,99.750284991,3712.7345875,0.0268670659
44,4.048429051,2 Midlines,medialAxis,6403.8122256,6399.7637966,4.048429051,6401.7880111,0.0006323904
44,5.346434294,2 Midlines,wholePharynx,6220.1007277,6214.7542934,5.346434294,6217.4275105,0.000859911
45,-21.04448856,2 Midlines,prePM7,4415.2948531,4436.3393416,21.044488565,4425.8170973,0.0047549386
45,200.78882235,2 Midlines,pm7,10621.375943,10420.587121,200.78882235,10520.981532,0.0190846093
45,39.412297382,2 Midlines,pm6,6952.4152394,6913.002942,39.412297382,6932.7090907,0.0056849778
45,32.430869445,2 Midlines,pm5,3962.78797,3930.3571005,32.430869445,3946.5725353,0.0082174771
45,151.30070306,2 Midlines,pm4,8717.3147059,8566.0140028,151.30070306,8641.6643543,0.0175082828
45,85.038892196,2 Midlines,pm3,6946.2028621,6861.1639699,85.038892196,6903.683416,0.0123179015
45,53.45812241,2 Midlines,postPM3,3696.6843847,3643.2262623,53.45812241,3669.9553235,0.0145664232
45,82.037064554,2 Midlines,medialAxis,6430.3594839,6348.3224193,82.037064554,6389.3409516,0.0128396755
45,77.372076364,2 Midlines,wholePharynx,6243.3313564,6165.95928,77.372076364,6204.6453182,0.0124700241
46,-19.60758645,2 Midlines,prePM7,4478.9851884,4498.5927749,19.607586447,4488.7889817,0.0043681239
46,50.91865529,2 Midlines,pm7,10529.726038,10478.807383,50.91865529,10504.26671,0.004847426
46,32.843220838,2 Midlines,pm6,6983.7946223,6950.9514015,32.843220838,6967.3730119,0.00471386
46,40.753341848,2 Midlines,pm5,4000.7878024,3960.0344606,40.753341848,3980.4111315,0.0102384755
46,73.300884214,2 Midlines,pm4,8613.9056512,8540.604767,73.300884214,8577.2552091,0.0085459605
46,-52.82512845,2 Midlines,pm3,6863.4976061,6916.3227345,52.82512845,6889.9101703,0.0076670272
46,6.4664989135,2 Midlines,postPM3,3649.2963707,3642.8298718,6.4664989135,3646.0631212,0.0017735565
46,18.148358392,2 Midlines,medialAxis,6396.4032612,6378.2549028,18.148358392,6387.329082,0.0028413063
46,16.62081714,2 Midlines,wholePharynx,6212.3868078,6195.7659907,16.62081714,6204.0763993,0.0026790155
47,68.827800693,2 Midlines,prePM7,4451.2312042,4382.4034035,68.827800693,4416.8173038,0.0155831215
47,120.13813585,2 Midlines,pm7,10617.33159,10497.193454,120.13813585,10557.262522,0.0113796674
47,44.683325835,2 Midlines,pm6,7008.6383818,6963.955056,44.683325835,6986.2967189,0.0063958529
47,49.083637677,2 Midlines,pm5,3980.4808885,3931.3972508,49.083637677,3955.9390697,0.0124075818
47,59.84511497,2 Midlines,pm4,8544.2983398,8484.4532248,59.84511497,8514.3757823,0.0070287143
47,-1.923714486,2 Midlines,pm3,6970.550042,6972.4737565,1.9237144864,6971.5118992,0.0002759394
47,-115.9646049,2 Midlines,postPM3,3576.4499437,3692.4145485,115.96460487,3634.4322461,0.0319072133
47,33.286810812,2 Midlines,medialAxis,6416.1959714,6382.9091606,33.286810812,6399.552566,0.0052014278
47,27.576312044,2 Midlines,wholePharynx,6228.2083403,6200.6320282,27.576312044,6214.4201843,0.0044374714
48,61.832317552,2 Midlines,prePM7,4468.2750786,4406.442761,61.832317552,4437.3589198,0.0139344864
48,33.146024167,2 Midlines,pm7,10553.565211,10520.419187,33.146024167,10536.992199,0.0031456818
48,17.902550173,2 Midlines,pm6,7000.8440428,6982.9414926,17.902550173,6991.8927677,0.0025604726
48,22.937522149,2 Midlines,pm5,4007.1235255,3984.1860033,22.937522149,3995.6547644,0.0057406166
48,-88.32753662,2 Midlines,pm4,8535.7851345,8624.1126711,88.32753662,8579.9489028,0.010294646
48,31.688313169,2 Midlines,pm3,7009.9467005,6978.2583873,31.688313169,6994.1025439,0.004530719
48,-162.5416352,2 Midlines,postPM3,3593.9334369,3756.4750721,162.54163518,3675.2042545,0.0442265583
48,6.4806091354,2 Midlines,medialAxis,6431.1428282,6424.662219,6.4806091354,6427.9025236,0.0010081997
48,1.9842639643,2 Midlines,wholePharynx,6241.9810657,6239.9968018,1.9842639643,6240.9889338,0.0003179406
49,-48.8179137,2 Midlines,prePM7,4405.3295483,4454.147462,48.817913703,4429.7385051,0.0110204956
49,38.49280785,2 Midlines,pm7,10518.36624,10479.873432,38.49280785,10499.119836,0.003666289
49,-94.92953074,2 Midlines,pm6,6900.5378103,6995.467341,94.929530739,6948.0025756,0.013662852
49,18.68037073,2 Midlines,pm5,3942.0676029,3923.3872322,18.68037073,3932.7274176,0.0047499785
49,221.97413427,2 Midlines,pm4,8747.5053298,8525.5311955,221.97413427,8636.5182627,0.025701808
49,22.036077626,2 Midlines,pm3,6986.6390036,6964.602926,22.036077626,6975.6209648,0.003159013
49,5.2541965529,2 Midlines,postPM3,3756.3622181,3751.1080216,5.2541965529,3753.7351198,0.0013997249
49,33.126937221,2 Midlines,medialAxis,6422.0501623,6388.9232251,33.126937221,6405.4866937,0.0051716503
49,30.937853204,2 Midlines,wholePharynx,6237.1425956,6206.2047423,30.937853204,6221.673669,0.0049725934
50,-10.79006654,2 Midlines,prePM7,4490.7438109,4501.5338775,10.790066541,4496.1388442,0.0023998517
50,-26.00108532,2 Midlines,pm7,10545.22252,10571.223605,26.001085323,10558.223063,0.0024626384
50,-2.989845301,2 Midlines,pm6,6962.8019163,6965.7917616,2.9898453012,6964.2968389,0.0004293104
50,-31.68955125,2 Midlines,pm5,3942.6379035,3974.3274547,31.689551254,3958.4826791,0.0080054793
50,-114.8854049,2 Midlines,pm4,8532.0962053,8646.9816102,114.88540487,8589.5389078,0.0133750375
50,-49.58911705,2 Midlines,pm3,6949.0633068,6998.6524238,49.589117051,6973.8578653,0.0071107152
50,-9.375968042,2 Midlines,postPM3,3724.3752049,3733.7511729,9.3759680416,3729.0631889,0.0025142958
50,-50.05860681,2 Midlines,medialAxis,6385.9545079,6436.0131147,50.058606814,6410.9838113,0.0078082566
50,-49.74301642,2 Midlines,wholePharynx,6204.4540289,6254.1970453,49.743016422,6229.3255371,0.0079852973
51,-15.0954859,2 Midlines,prePM7,4412.8164804,4427.9119663,15.0954859,4420.3642234,0.0034149869
51,-44.71135756,2 Midlines,pm7,10445.538785,10490.250143,44.711357557,10467.894464,0.0042712847
51,-22.79384739,2 Midlines,pm6,6896.159536,6918.9533834,22.793847385,6907.5564597,0.0032998424
51,-19.32904868,2 Midlines,pm5,3949.9904548,3969.3195035,19.329048681,3959.6549791,0.0048814982
51,55.234563757,2 Midlines,pm4,8479.1563909,8423.9218272,55.234563757,8451.539109,0.0065354444
51,-72.72151499,2 Midlines,pm3,6889.5766229,6962.2981379,72.721514989,6925.9373804,0.0104998805
51,-43.15883001,2 Midlines,postPM3,3604.4223271,3647.5811572,43.158830009,3626.0017421,0.0119025949
51,-32.87123163,2 Midlines,medialAxis,6346.5228264,6379.394058,32.87123163,6362.9584422,0.0051660296
51,-30.78879619,2 Midlines,wholePharynx,6164.0619138,6194.85071,30.788796187,6179.4563119,0.0049824442
52,-82.45210844,2 Midlines,prePM7,4452.1149548,4534.5670633,82.452108443,4493.3410091,0.0183498444
52,21.32888241,2 Midlines,pm7,10560.328471,10538.999588,21.32888241,10549.66403,0.0020217594
52,-12.76340122,2 Midlines,pm6,6907.7934638,6920.556865,12.763401221,6914.1751644,0.001845976
52,60.597025201,2 Midlines,pm5,3979.7549469,3919.1579217,60.597025201,3949.4564343,0.0153431304
52,38.773975944,2 Midlines,pm4,8598.7957284,8560.0217525,38.773975944,8579.4087404,0.0045194229
52,-59.32344043,2 Midlines,pm3,7040.3858131,7099.7092535,59.323440434,7070.0475333,0.0083908121
52,-60.73033105,2 Midlines,postPM3,3617.0737783,3677.8041093,60.730331054,3647.4389438,0.0166501296
52,-3.852685175,2 Midlines,medialAxis,6431.3116777,6435.1643628,3.8526851754,6433.2380202,0.0005988719
52,-3.589481176,2 Midlines,wholePharynx,6245.5208724,6249.1103535,3.5894811763,6247.315613,0.0005745638
53,80.909836994,2 Midlines,prePM7,4468.9565138,4388.0466768,80.909836994,4428.5015953,0.0182702513
53,130.28190506,2 Midlines,pm7,10490.925577,10360.643672,130.28190506,10425.784624,0.0124961247
53,-30.2810697,2 Midlines,pm6,6919.5900631,6949.8711328,30.281069705,6934.7305979,0.004366582
53,-16.0409106,2 Midlines,pm5,3915.4563766,3931.4972872,16.0409106,3923.4768319,0.0040884428
53,-56.39247615,2 Midlines,pm4,8487.2458786,8543.6383548,56.392476148,8515.4421167,0.006622378
53,11.683534279,2 Midlines,pm3,7072.408425,7060.7248907,11.683534279,7066.5666578,0.0016533537
53,48.659711991,2 Midlines,postPM3,3685.8348751,3637.1751631,48.659711991,3661.5050191,0.0132895385
53,-1.58641048,2 Midlines,medialAxis,6402.6038058,6404.1902163,1.5864104805,6403.3970111,0.0002477451
53,2.2972382995,2 Midlines,wholePharynx,6219.4367714,6217.1395331,2.2972382995,6218.2881522,0.0003694326
54,-104.0902674,2 Midlines,prePM7,4474.7836418,4578.8739091,104.09026736,4526.8287754,0.022994081
54,-53.7619699,2 Midlines,pm7,10499.465829,10553.227799,53.761969904,10526.346814,0.0051073721
54,121.76152174,2 Midlines,pm6,7033.4725418,6911.71102,121.76152174,6972.5917809,0.0174628783
54,27.798704391,2 Midlines,pm5,3951.7893434,3923.990639,27.798704391,3937.8899912,0.0070592892
54,202.08758656,2 Midlines,pm4,8689.8282965,8487.7407099,202.08758656,8588.7845032,0.0235292417
54,64.335093313,2 Midlines,pm3,7103.7507451,7039.4156518,64.335093313,7071.5831984,0.009097693
54,-1.30395717,2 Midlines,postPM3,3664.0477002,3665.3516574,1.3039571701,3664.6996788,0.0003558156
54,51.700225512,2 Midlines,medialAxis,6454.0076475,6402.307422,51.700225512,6428.1575347,0.0080427751
